t,a,wc,uwc,ewc,cpc,hc,sc,fc,ac
SAD SAD SAD ! ! ! thought aunty Stina coming looking forward having family . . miss dat ! maui,1,0.267,0.15,0.05,3,0.05,0,0,0
feels good,1,0.027,0,0,0,0.5,0,0,0
feel extremely depressed right .,1,0.067,0,0,0,0,0,0,0.2
Fehler:509,1,0.08,0,0,0,0,0,0,0
Xmas tree big apartment . . .,1,0.093,0,0,2,0.143,0,0,0
ate 8 16 peices shortbread . Half fucking tray,1,0.12,0,0.111,0,0,0,0,0
Wish work today .,1,0.053,0,0.25,0,0,0,0,0
Leaving SF soon . cry .,1,0.08,0.167,0.167,0,0,0,0,0
high azza bitch day . . . . goody . . . missed u twitter,1,0.2,0,0,5,0.067,0,0.067,0
""" shipping handleing "" soooo expensive ? ? ? 50 % entire order ! ordering .",1,0.213,0,0.062,2,0,0,0,0
days going February . baseball Walking Dead :( UGH .,1,0.133,0.1,0.3,0,0,0,0.1,0.1
buy black friday cyber monday,1,0.067,0,0.4,0,0,0,0,0
feeling sick . . . things feel particularly happy,1,0.12,0,0,2,0.111,0,0,0.111
Yung feeling na nakita ka na ng pinakaclose friend mo tapos hnd ka pinansin :((,1,0.2,0,0.067,0,0.067,0,0,0
. . . got ta grab hour half sleep girl school . . . gawd life multi - taskin ' night / mornin ',1,0.32,0,0.083,4,0,0,0.042,0
Wake 430 work eclipse . eating feelings away del . hahaha,1,0.147,0,0.091,0,0,0,0,0
Girls nowadays learned whore young age . . Ai got self worth,1,0.16,0,0,1,0,0,0,0
oh miss truck . . . place moved . . .,1,0.147,0,0,4,0,0,0,0
"movie night spoilt fracked disk - happiness gone , time sleep",1,0.147,0,0.091,0,0.091,0,0,0
ready leave home,1,0.04,0,0,0,0.333,0,0,0
got advent calender tomorrow :(,1,0.067,0,0,0,0,0,0,0
blend waters lieThere shrines free- melancholy waters lieNo rays dull tide- vine,1,0.16,0,0.083,0,0,0,0,0
chance Chris ocean distance likes girls big foreheads,1,0.107,0,0.125,0,0.125,0,0,0
Waiting Denver game come . . nt think gon na win Lakers suck lol :p,1,0.2,0,0.133,1,0.067,0,0,0
stayed night longMade drinks strongFeeling feet tallRopes swinging waterIn middle night,1,0.147,0,0.273,0,0,0,0,0
Shopping sam club baton rouge . Mom brought step - dad charity hospital nt home plans . . . .,1,0.267,0,0,3,0.05,0,0,0
thing makes feel better getting knocked bayern beat city .,1,0.133,0,0,0,0,0,0.1,0.1
grow ( heigh ) worse : know fault,1,0.107,0,0,0,0,0,0,0
"night 2 b hold 4 2 weeks coz ill nite , gutted ! nice nite tho whers sun gone !",1,0.267,0,0.1,0,0,0,0,0.05
Aaahhhh poor Chops pig ! ! !,1,0.093,0,0.286,2,0,0,0,0
Angelina Jolie man . Today mourn Love dead,1,0.107,0,0.375,0,0.125,0,0.125,0.125
Got ta . . going Circus . . real Circus Britney Tour sadly . .,1,0.2,0,0.133,3,0,0,0,0
"house , Loyal Blackberry ignored . .",1,0.093,0,0.143,1,0,0,0,0
buffet palms . stomach actually hurts . ugh gluttony bites .,1,0.147,0,0,0,0,0,0.091,0.091
funny said look far come . . . . IM HEAHHH ! um . yeah . school :/,1,0.24,0.111,0,3,0,0,0,0
think computer sick,1,0.04,0,0,0,0,0,0,0.333
Missin boo,1,0.027,0,0.5,0,0,0,0,0
swear guy friends bad things ! ! !,1,0.107,0,0,2,0.125,0,0.125,0.125
tired . need 30 minutes .,1,0.08,0,0.167,0,0,0,0,0
threw sedate . damn horse tranquilizer . ',1,0.107,0,0,1,0.125,0,0.125,0
feel Christmas spirit ; ( (,1,0.08,0,0.167,2,0.333,0,0,0
Leaving Atlanta morning catch JoCo Pa St ! ! ! excited ! Missed PandS D*Con year . sad owl .,1,0.267,0,0.15,2,0.05,0,0,0
"pissed , looking 4ward buying kate Bushs new album ; pre - ordered ; cancel cos 1/2 needs £ .",1,0.267,0,0.15,0,0,0,0.05,0
coffee gon na taste extra bitter tomorrow . Probably tears .,1,0.147,0,0.091,0,0,0,0.091,0
work apparently sun shining valid excuse stay home,1,0.107,0,0,0,0.25,0,0,0
pain having terrible short term memory nt remeber going tweet :(,1,0.147,0,0,0,0,0,0.091,0.182
"sucked true life , steve - o documentary intense , love shit , nice people lives",1,0.213,0,0.062,0,0.062,0,0.062,0
nt ages sorry twitter . . tweetdeck broken,1,0.107,0,0,1,0,0,0,0.125
car car hospital nxt 7 days got ta pick loaner car b4 6 ! Bein wheels 4 7day set heavy !,1,0.28,0,0.19,0,0,0,0,0
Christmas spirit delayed year ?,1,0.067,0,0.4,0,0.4,0,0,0
birthday Sunday . turning 20 drink illegally .,1,0.107,0,0.25,0,0.125,0,0,0.125
-my phone die ; laptop die ;,1,0.093,0,0,0,0,0,0,0.286
( btw -_- ),1,0.053,0,0,0,0,0,0,0
miss alot day,1,0.04,0,0,0,0,0,0,0
"Broke girlfriend , FEELING lonely heartbroken Sad times guys ( N )",1,0.16,0.167,0,0,0,0,0,0
Lost fog uncertainty,1,0.04,0,0,0,0,0,0,0
melancholy hill,1,0.027,0,0,0,0,0,0,0
m friends anymore,1,0.04,0,0,0,0.333,0,0,0
"lost wallet , found , lost FOUND ! ! ! ! ! College brazy",1,0.187,0.071,0,4,0,0,0,0
sleeping . lost voice couple day ago .,1,0.107,0,0.125,0,0,0,0,0
"recovering hard day homeschooling dd , chemistry . . .",1,0.133,0,0.1,2,0,0,0,0
day work sadness amazing Chinese eyes staff killing ! awesome team !,1,0.16,0,0.083,0,0.167,0,0.083,0.083
OK - . popped Hi check things . probably head guttah later tonight,1,0.173,0.077,0.077,1,0,0,0,0
dream night fifth time time loose sumeone close hope ok,1,0.133,0,0.1,0,0.3,0,0,0
got hair cutt . . feeling pretty baldhead right,1,0.12,0,0,1,0,0,0,0
got job twitter feel like Misses Sooo Stuff miss Followers ,1,0.147,0,0,0,0.091,0,0,0
soon fall asleep phone goes . . . . .,1,0.133,0,0,4,0,0,0,0
going post office try sort ebay hacker thing,1,0.107,0,0,0,0,0,0,0
said boy like 5 times night !,1,0.093,0,0.143,0,0.143,0,0,0
want know love actually feels like . . . . . . . . . . :/ lonely hopeless days . . . . . . . & life shift gears ?,1,0.427,0,0.031,16,0.062,0,0,0.031
bored . headache .,1,0.053,0,0,0,0,0,0,0
eat . office . sick throat 3 days leave air condition throat killing tour bus,1,0.2,0,0.067,0,0,0,0.067,0.133
nt sleep tired ! goodnight . . . maybe :/,1,0.133,0,0,2,0,0,0,0
Oh Chargers . . . . sad ? know feel Jay Cutler . . . . head remains body .,1,0.267,0,0.05,6,0,0,0,0
kinda wish black friday shopping hot topic looney tunes right :/,1,0.147,0,0.091,0,0,0,0.091,0
"Feminists ask , unhappy , lack love lives . b / c fighting losing game ?",1,0.213,0,0.062,1,0.062,0,0.062,0.062
happy camper having good day . . .,1,0.107,0,0.125,2,0.25,0,0,0
"watching "" la rosa de guadalupe "" damm episode true people fun people virgins",1,0.187,0,0,0,0.071,0,0,0
upset carys donna today miss hugely ! ! ! ( Yes ok like 3 hours ) haaa . . waaaah,1,0.267,0,0.15,4,0.05,0,0,0
"know life 3 tabs open Twitter , Facebook , Tumblr . . . .",1,0.187,0,0.143,3,0,0,0,0
Party game ! day drama,1,0.067,0,0,0,0.2,0,0,0
Memories,1,0.013,0,0,0,0,0,0,0
people Swear . . . bone body !,1,0.107,0,0,2,0,0,0,0
eat bag popcorn matter hard try .,1,0.093,0,0,0,0,0,0,0
wo watch REQUEST dance crew later . . :(( BT tonight,1,0.147,0.182,0.182,2,0.091,0,0,0
depress comparing . comparisons .,1,0.067,0,0,0,0,0,0,0.2
left inn m school . dang straight dead ! ! [ < 3Hannah ],1,0.187,0,0,2,0,0,0.071,0.071
"Damn , got Chili Beans shirt hate messy eater . lady !",1,0.16,0,0.083,0,0,0,0.167,0.083
Legs hurting standing day .,1,0.067,0,0,0,0,0,0.2,0.2
Wanna watch happy feet 2 ! Sana idate naman ako ni Justin . Sobrang busy na lagi eh :(,1,0.253,0,0.105,1,0.053,0,0,0
m gon na maroon 5 kandi bracelet ! Wait . . . nt nt 5 bead . . .,1,0.253,0,0.105,4,0,0,0,0
"Alexxx m gona miss today . m sad , noooooooo",1,0.133,0,0.1,1,0,0,0,0
"sleep , m ! thinking old friend want . married . damn , wants 2 ! scandalous !",1,0.24,0,0.056,2,0.111,0,0.111,0.056
Storm system looked bring rain today going miss,1,0.107,0,0.125,0,0,0,0.125,0
sad moment u hand exam knowing u failed grieve eating sleeping,1,0.147,0,0,0,0,0,0,0.091
realized today day best friend tanner m goin miss,1,0.12,0,0.222,0,0.111,0,0,0
"close entering Pogue book today "" World according twitter "" , far . ! ! ! ! ! ! ! ! ! ! ! !",1,0.333,0,0.08,13,0.04,0,0,0
u friend u wonder friends ? know questioning getting u .,1,0.147,0,0,0,0.273,0,0,0
"naughty nt dog , sit watch proper dog owners , Brunos life ?",1,0.173,0,0.077,0,0,0,0,0
wish alien play piano long alien fingers . alien . play piano .,1,0.173,0,0,0,0.154,0,0.231,0.231
home MARCO ISLAND missing girls . . . work !,1,0.133,0.2,0.1,2,0.1,0,0,0
costume shop cleaning STARVING . Bring food ? ? ?,1,0.133,0.1,0,2,0,0,0,0
weather awful ! want curl read book day,1,0.107,0,0.125,0,0,0,0,0.125
suprisingly okay . possibly drunk . goodbyes suck,1,0.107,0,0,0,0,0,0,0
got gym withno energy,1,0.053,0,0,0,0,0,0,0
hardest thing caring care,1,0.053,0,0,0,0,0,0,0
prom tonight . . bad m going,1,0.093,0,0.143,1,0,0,0.143,0.143
"raining stuck inside working today probably peed sunny outside , ok rain",1,0.16,0,0.083,0,0.083,0,0,0
Ugh . Going skool,1,0.053,0,0,0,0,0,0,0
Snores TL . Boredom sunk .,1,0.08,0.167,0.167,0,0,0,0,0
eyes weary heart broken . . mending ? sleeping heals . . sleep forever . .,1,0.213,0,0,3,0.062,0,0,0.062
"Waiting Danny text , , , xoxo",1,0.093,0,0.143,2,0.143,0,0,0
karma bitch ! got hung lol big dawg,1,0.107,0,0,0,0,0,0.125,0
"Pussies - dark ,",1,0.053,0,0,0,0,0,0,0.25
work starving,1,0.027,0,0,0,0,0,0,0
sitting sober people drunk,1,0.053,0,0,0,0,0,0,0
"think "" want "" factor ? want 19 fit , going happen",1,0.16,0,0.083,0,0,0,0.083,0
"THINK mi DREAM REAL , WAKE DISAPPOINTED . [ tht happened tooh mi morning ] . ugh",1,0.227,0.294,0,2,0.059,0,0,0
wish saw Terror past days ! !,1,0.093,0,0,1,0,0,0.143,0.143
freaking tired . like body refuses .,1,0.093,0,0,0,0.143,0,0,0.143
"Wow , bed comfy nap short . Getting work = want .",1,0.16,0,0,0,0.083,0,0,0
Oh man . . . . fiance got work start 1 hour . . . . fair . . . . .,1,0.293,0,0.045,10,0,0,0,0
dam finished watching Prison Break : final break . . . omg nt think cried hard . . Finally understand finale,1,0.28,0,0.048,3,0,0,0.048,0.048
usually m gone celebs come unfair,1,0.08,0,0,0,0,0,0.167,0
way lake geneva miss laura,1,0.067,0,0,0,0,0,0,0
feels sick .,1,0.04,0,0,0,0,0,0,0.333
Zucotti Park cops guarding Christmas Tree .,1,0.093,0,0.286,0,0.143,0,0,0
tv wats score inning ? ?,1,0.08,0,0,1,0,0,0,0
Amazing grace worst song . sung funeral ? time hear cry . body shaking .,1,0.2,0,0,0,0.133,0,0,0.067
listen radio way home . GARBAGE station . . .,1,0.133,0.1,0,2,0.1,0,0,0
nights want cuddle realize single .,1,0.08,0,0,0,0.167,0,0,0
hair got stuck door morning :( time hair cut maybe ?,1,0.147,0,0.091,0,0,0,0,0
wrote lyrics new song exciting ! slept stomach worst feeling waking feeling euggh,1,0.173,0,0,0,0.077,0,0,0
"Maybe wrong , week stayed good ,",1,0.093,0,0.143,0,0.143,0,0,0
"joyful hope , patient affliction , faithful prayer . Romans 12:12",1,0.147,0,0.091,0,0.182,0,0,0.091
"feel like hairs getting shorter , maybe rash short hair .",1,0.147,0,0,0,0.091,0,0,0
want love ! wo accept love ? ? ? ?,1,0.133,0,0,3,0.2,0,0,0
big sis moved 2day gna b weird ! X,1,0.12,0.111,0.111,0,0,0,0,0
bored like nt got friends,1,0.067,0,0,0,0.4,0,0,0
day europe .,1,0.04,0,0,0,0,0,0,0
moment ur dress wo nt fit cause ur butts big,1,0.133,0,0,0,0,0,0.1,0
Today good day . ruined . :(,1,0.093,0,0.143,1,0.143,0,0.143,0.143
Selling Bonnaroo ticket . time away work . DC area interested ? meet !,1,0.187,0.071,0.143,0,0,0,0,0
", stuck traffic jams . . . Somewhat starting situation day . sad ,",1,0.187,0,0,2,0,0,0,0
work .,1,0.027,0,0,0,0,0,0,0
"michael scofiled Noooooo ! ! hate writer , director n production",1,0.147,0,0,1,0,0,0.091,0.091
needs . . . lush + want,1,0.093,0,0,2,0,0,0,0
nt hear outta left ear,1,0.067,0,0,0,0,0,0,0
m work super bored,1,0.053,0,0,0,0.25,0,0,0
ughhhhhhhh feel good,1,0.04,0,0,0,0.333,0,0,0
", cut Jay Cutler fantasy team",1,0.08,0,0.167,0,0,0,0,0
Filming carnival music video . . . reminds Cherry Festival home . . . Ahhh memories . . .,1,0.253,0,0.053,6,0.211,0,0,0
basically wish shooting tonight photographers pit .,1,0.093,0,0.143,0,0,0,0.143,0.143
"Wanna pop pills , sedate , wake tomorrow .",1,0.12,0,0.111,0,0,0,0,0
"bored , social life , babysitting brothers tonight til 10 dunno ill allowed",1,0.173,0,0.077,0,0.077,0,0,0.077
"big plans . . . thanks , tonsils .",1,0.12,0,0,2,0.111,0,0,0
"Simon / Idol , 21life sentences good Chester Stiles . rape 2 year old child ? ! F ? ?",1,0.267,0.05,0.15,2,0.05,0,0.05,0.05
woundering y world 25 days christmas startin early ? ! gon na end 15th ! wtf ?,1,0.227,0,0.118,1,0.059,0,0,0
checkout line . . . kate jon splashed weekly . sad,1,0.147,0,0.182,2,0,0,0,0
finally found hummus . . tastes like shit .,1,0.12,0,0,1,0.111,0,0.111,0
"Awe , missing Swag Master . :(",1,0.093,0,0.143,1,0,0,0,0
"wish 2 days - row . 1 day rest . 3 days , 1 day , 4 days , 1 day . . . Ugh ! ! !",1,0.373,0,0.214,4,0,0,0,0
going sleep,1,0.027,0,0,0,0,0,0,0
"chloe drinking away sorrows , Dreambears got",1,0.093,0,0.143,0,0,0,0,0
mom day school today :( sucks .,1,0.093,0,0,0,0,0,0,0
Man daddy left work lot miss daddy : ' (,1,0.133,0,0,2,0,0,0,0
"love cover album , . . Justin Beiber ? .",1,0.133,0,0.1,3,0.1,0,0,0
Wow . Way discouraged idk anymore . . . fml .,1,0.147,0,0,2,0,0,0,0
allowed pick movies . . Goodness !,1,0.093,0,0,1,0.143,0,0,0
super disappointed pass horse trailer horses : (,1,0.107,0,0,1,0.125,0,0,0
Thought saw cory monteith bus stop . nt .,1,0.12,0,0,0,0,0,0,0
find lights Christmas tree : c,1,0.08,0,0.167,0,0.167,0,0,0
Solis IMAGINARY FATTY . . . ( PREMO VOICE ),1,0.133,0.4,0.1,3,0,0,0,0
waiting moment forever . . . . . scared .,1,0.133,0,0,4,0,0,0.1,0.1
Yea ! Headed home change head Pelham . Sad thought . . . suposed heading NKOTB concert . . .,1,0.267,0.05,0.1,4,0.05,0,0,0
reading comedy outlet . Headlining weekend . took 2 extra hours traffic . Basically doubled time .,1,0.227,0,0.118,0,0,0,0,0
wifi school better work m twitter day,1,0.093,0,0,0,0,0,0,0
Hicks mean !,1,0.04,0,0.333,0,0,0,0,0
bad hair day,1,0.04,0,0,0,0,0,0.333,0.333
night feasting officially complete,1,0.053,0,0,0,0.25,0,0,0
miss boo,1,0.027,0,0,0,0,0,0,0
new lock sound grim,1,0.053,0,0,0,0,0,0,0.25
Time Grandma Christmas tree . wish Grandpa home enjoy .,1,0.133,0,0.2,0,0.2,0,0,0
gloomy days,1,0.027,0,0.5,0,0,0,0,0
m having worst week nt home sulk bed,1,0.107,0,0.125,0,0.125,0,0,0
"B day week , catch sauce watch heaviness !",1,0.12,0.111,0,0,0,0,0,0
point : DSP claims YTers lost half viewership 2012 direct capture . search changes happened,1,0.2,0.067,0.267,0,0,0,0,0
fed pain,1,0.027,0,0,0,0,0,0,0.5
Received sad news overseas . miss Tita Sarah . Thanks loving . U safer w/o d pain .,1,0.24,0.056,0.056,0,0.111,0,0,0.056
huge bruise forming forehead . . . :(,1,0.107,0,0,3,0,0,0,0
hate waking early ! need 27 hrs pharmacy class . > = [ sighhh . news : breakfast time ! ! ! !,1,0.307,0,0.043,3,0,0,0.043,0.043
NOOOOO SUPPOSED SEND LETTERS FRIDAY . NOOOOOOOOOOOOOOOOOOOOO,1,0.093,0.857,0.143,0,0,0,0,0
Got hair cut . Great . stupid gum .,1,0.12,0,0,0,0.111,0,0,0
"Oh god , got papercut afraid stretch hand way worse .",1,0.147,0,0,0,0.091,0,0,0.091
"Tbh having credit phone sux . nt text people happening , like totally grrrsville",1,0.187,0,0,0,0.071,0,0,0
Miss boy - toy :( function :(,1,0.093,0,0,0,0,0,0,0
Shantosh : crazy walk past talk person everyday realizing suffering depression ? …,1,0.173,0,0.077,1,0,0,0.077,0.231
moment person nothinq talk want textinq,1,0.08,0,0,0,0,0,0,0
nt want anymore,1,0.04,0,0,0,0,0,0,0
"hanging Rex , missing Alabama Nanna . . .",1,0.12,0,0.222,2,0,0,0.111,0.111
Cmon blues 2 home games away CC semi - love Wembley away days . home ! ⚽,1,0.227,0.059,0.235,1,0.176,0,0,0
knees sore physio,1,0.04,0,0,0,0,0,0,0
blues bar,1,0.027,0,0,0,0,0,0,0
"bout watch notorious cause feelin . wish eat , . surgery tomorrow . food til saturday",1,0.213,0,0.125,1,0,0,0.062,0.062
"far away time short , rest weary .",1,0.107,0,0,0,0,0,0,0
Got shots today . lift arms . . .,1,0.12,0,0.111,2,0.111,0,0.222,0.222
nt devos . . . hopefully day nt suck .,1,0.133,0,0.1,2,0.1,0,0,0
ugghh nt believe Rachel Crow left XFactor ! ! ! wuz mehh fave . . .,1,0.213,0,0.062,4,0,0,0,0
pumped bummed time . . . . . . .,1,0.133,0,0,6,0.1,0,0,0
wo nt home hales v D game . . . .,1,0.147,0.091,0,3,0.091,0,0,0
started raining earnest . . . guess golf today . . .,1,0.16,0,0.083,4,0,0,0,0
"Missing problem , wondering come killing .",1,0.093,0,0,0,0.143,0,0.143,0.143
final hours prison break,1,0.053,0,0.25,0,0,0,0.25,0.25
". nt wait live . missing NH7 nt painful enuf , Suraj performing gig delhi .",1,0.213,0.062,0.125,0,0,0,0,0.062
need shave ao sure yeast infection . . .,1,0.12,0,0,2,0,0,0,0.111
mom understand bad mood directly correlated fact eaten .,1,0.12,0,0,0,0,0,0.111,0.111
die happy woman loved heart soul . andand .,1,0.12,0,0,0,0.444,0,0,0.111
ROFL right chair arms fall .,1,0.08,0.167,0,0,0,0,0.167,0.167
hello . . ai nt tweetin day cuz 2 switch things 2 da new place . ( exhausted sick ),1,0.267,0,0.15,2,0,0,0,0.05
Life believe heading home . miss friends .,1,0.107,0,0,0,0.25,0,0,0
"Grandma Caminker passed away today . missed , rest peace .",1,0.147,0,0.182,0,0.091,0,0,0
Wish London personally witness Nun Run ! great idea opening Sister Act new broadway,1,0.187,0,0.071,0,0.071,0,0,0
uni work weekend . Fun times,1,0.08,0,0.167,0,0.167,0,0,0
Checking Ciege Cagalawan S / S Collection regretting collection tonight got invites !,1,0.173,0.154,0.077,0,0.077,0,0,0
cat missing 2 days . freaking .,1,0.093,0,0.143,0,0,0,0,0.143
Ya callenseee ya se que todos van chalet hoy . . :(,1,0.16,0,0.083,2,0,0,0,0
wants hear voice,1,0.04,0,0,0,0,0,0,0
Gianlt monkey . . free drinks . . bachata . . salsa . . hip hop . . . fist pumpin . . cabs . . long walk home,1,0.387,0,0.034,8,0.069,0,0,0
Feeling like crap today . Hopefully nice relaxing swim trick,1,0.133,0,0.1,0,0.3,0,0,0
IM GONNA MISS UNLIMITED DATA,1,0.067,1,0,0,0,0,0,0
bad dream nt sleep KEILIGIRL254,1,0.067,0.2,0,0,0.2,0,0.2,0.2
recieved mail month life boring,1,0.067,0,0,0,0,0,0,0
plans got ruined blackstone going carnival tomorrow weather good,1,0.12,0,0.111,0,0.222,0,0.111,0.111
"confused sad . oh comes "" sweets "" , cheer",1,0.133,0,0,1,0.2,0,0,0
wanna fucking park . . .,1,0.08,0,0,2,0,0,0,0
wk wishin Annies grad ceremony coodnt becuz sumthin dnt care mention . . . sooo sad,1,0.213,0,0.062,2,0,0,0,0
"having fun day Brewer game . . . home , sick",1,0.147,0,0,2,0.182,0,0,0.091
remember time PBR .,1,0.053,0.25,0.25,0,0,0,0,0
"sad think close group friends , looking colleges year .",1,0.133,0,0,0,0.2,0,0,0
damn . wanna leave right ! sadly guys board responding . .,1,0.16,0,0,1,0,0,0.083,0
nt phone time 2 days . . . .,1,0.12,0,0.111,3,0,0,0,0
"roomie took favorite necklace night hid , find",1,0.107,0,0,0,0.125,0,0,0
moment heart feels like stabbed hard swallow . .,1,0.12,0,0,1,0.222,0,0.111,0.111
wanted story ACORN tonight Glen Beck missed,1,0.093,0.143,0.286,0,0,0,0,0
"money money money . said , . wo . . . crush .",1,0.173,0,0,3,0.231,0,0.077,0.077
"feeling stressed strung , awake 4 . 50am , mind buzzing . . . Mrs Dr . talking",1,0.24,0,0.167,2,0,0,0,0.056
hard separated love ! min ! . . . . .,1,0.147,0,0,5,0.091,0,0,0
rich Fumes sullen sences cheer'd .,1,0.08,0,0,1,0,0,0.167,0
"transition nearly complete . Mirror , mirror , wall . . . mother .",1,0.187,0,0,2,0.071,0,0,0
"airport depressing . . watching loved couples cute people coming holiday , cute . . hurry November ✈ ️",1,0.253,0,0.053,2,0.105,0,0,0.053
celebrity boyfriend idea exist,1,0.053,0,0,0,0.25,0,0,0
hat MIA . think ve upset article clothing . loved hat . :'(,1,0.173,0.077,0.077,0,0.077,0,0,0
moment realize books gon na sell rented,1,0.093,0,0,0,0,0,0,0
knew Listening Miley cyrus morning bad idea !,1,0.107,0,0.25,0,0,0,0.125,0.125
went dentist mouth hurts eat 8,1,0.08,0,0.167,0,0,0,0.167,0.167
peeps coming chi*twn today weekend hang w nt time workin !,1,0.147,0,0.091,0,0,0,0.091,0.091
"sunny morning Big K , lawns mow 2 mile run attempt , urgh",1,0.173,0.077,0.154,0,0.077,0,0,0
Oh ex / room mate moving today,1,0.093,0,0.143,0,0,0,0,0
eventful thanksgiving . . . Dropped turkey saw deer shot . . Ohboy .,1,0.187,0,0.071,3,0.071,0,0.071,0.071
"want ben jerrys lol , TWEET PEOPLE m bored",1,0.12,0.222,0,0,0,0,0,0
"Oh god , feel like shit .",1,0.093,0,0,0,0.286,0,0.143,0
callback play cried . . . oh guess techie . .,1,0.147,0,0,3,0.091,0,0,0
twitter mood today . . . know,1,0.093,0,0.143,2,0,0,0,0
new nick - arosh . . like like,1,0.107,0,0,1,0.25,0,0,0
needs followers,1,0.027,0,0,0,0,0,0,0
"omg , ICECREAM",1,0.04,0.333,0.333,0,0,0,0,0
big weekend . . . final project Sunday Night . . . computer day night . . . .,1,0.253,0,0.158,7,0,0,0,0
finished power point semester Progressive Caucus .,1,0.093,0,0.143,0,0.143,0,0,0
"Hernia hurting way usual tonight , way able !",1,0.12,0,0.111,0,0,0,0.111,0.111
wants home !,1,0.04,0,0,0,0.333,0,0,0
getting use having phone sad . .,1,0.093,0,0,1,0,0,0,0
boys girls lie ? awww santa real ?,1,0.107,0,0,0,0.125,0,0,0
miss husband,1,0.027,0,0,0,0,0,0,0
"New story idea :( tempted start , know end abandoning halfway writersblock D ' :",1,0.2,0.067,0,1,0,0,0,0.067
watch KKTNY cause cable ):,1,0.067,0.2,0.2,0,0,0,0,0
Headache :/ . wait sleep . . .,1,0.107,0,0,2,0,0,0,0
