0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
realiz,i,intimid,peopl,with,low,self,esteem,a,long,time,ago,.,i,onli,surround,myself,with,winner,and,peopl,who,know,how,to,get,money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marcus,roho,is,dread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
happi,is,...,not,have,to,set,the,alarm,clock,for,the,next,day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
am,actual,strand,at,ma,dad,'s,maself,n,the,fuckin,fire,alarm,went,off,n,a,dunno,if,it,'s,just,for,his,gaff,or,the,whole,build,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
most,snapchat,filter,look,terribl,when,you,have,glass,on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haww,i,think,nawaz,should,have,spoken,about,indian,fund,to,bla,in,balochistan,",",kulbhoshan,yadhav,and,how,india,use,ttp,for,terror,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me,:,love,be,the,center,of,attent,in,everi,way\nalso,me,:,get,nervous,to,talk,in,front,of,class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bodi,is,sleepi,but,the,mind,is,activ,.,so,sad,...,have,to,get,readi,for,work,in,30,minut,.,damn,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wine,drunk,is,the,worst,version,of,myself,ffs,",",do,n't,even,rememb,see,basshunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,need,to,learn,to,be,in,one,place,at,one,time,and,tri,not,to,worri,about,everyth,all,at,onc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
never,fear,the,want,of,busi,.,a,man,who,qualifi,himself,well,for,his,call,",",never,fail,of,employ,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mari,berri,and,her,reign,of,terror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,in,the,car,with,mariah,",",the,bass,is,liter,shake,the,window,",",hard,rap,blast,",",no,one,is,talk,",",look,straight,ahead,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
if,a,cop,is,go,to,pull,a,gun,on,you,for,no,reason,at,all,and,threaten,you,",",you,should,be,abl,to,merk,his,ass,and,walk,away,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
michael,carrick,should,start,everi,game,for,unit,and,england,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,had,a,panic,attack,the,other,night,becaus,i,thought,my,mum,was,out,but,she,was,actual,downstair,and,she,start,bash,around,hrjdjd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argu,with,these,peopl,doe,n't,work,anyway,",",they,just,threaten,to,put,you,in,death,camp,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
machin,keep,beep,*,\nnurs,:,do,n't,worri,.,you,re,all,good,.,vital,are,normal,for,your,size,.,\n*walk,back,out,*,\nmatt,:,so,you,re,die,....,😑,😂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
embarrass,lack,of,defens,depth,come,back,to,haunt,us,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
radio,shake,mut,direct,mike,it,might,sound,cheap,but,the,sound,was,n't,that,bad,and,you,could,do,some,mix,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,am,so,anxious,all,the,time,leav,the,hous,is,horrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,alway,dread,wednesday,'s,and,the,alway,end,up,make,me,the,happiest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,have,serious,separ,anxieti,😭,😭,💔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,'m,not,afraid,to,love,",",i,'m,afraid,of,not,be,love,back,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tomorrow,will,be,the,last,episod,of,despair,arc,",",so,much,shit,is,gon,na,happen,i,'m,not,emot,prepar,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,need,to,think,of,a,new,avatar,for,fire,emblem,revel,as,i,might,start,play,it,soon,",",ani,idea,for,name,?,what,gender,do,i,choos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,have,a,fear,of,failur,but,no,urg,to,be,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
some,of,these,fb,comment,and/or,tweet,should,make,some,peopl,realiz,whi,black,american,feel,the,way,they,do,😳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and,they,cover,these,polic,shoot,fair,well,they,do,nt,want,to,miss,a,chanc,to,bulli,you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
that,defend,was,aw,from,us,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
♪,old,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,realli,wanna,take,advantag,of,uofw,'s,gym,but,i,'m,shi,af,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tesco,.,whi,oh,whi,ca,nt,my,visa,electron,be,accept,on,line,",",i,am,55,",",not,15,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rememb,your,journey,is,uniqu,!,do,n't,get,discourag,becaus,you,re,compar,your,journey,to,someon,els,'s,.,you,will,get,there,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,think,i,may,have,a,mild,anxieti,problem,.,i,think,that,'s,what,this,feel,may,be,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,never,let,anyth,below,me,concern,me,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,'m,in,awe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,horribl,pun,for,the,day,have,been,made,.,i,shall,return,to,my,cage,in,a,dark,corner,by,myself,while,cri,and,laugh,hyster,now,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
that,was,a,fast,respons,madrid,.....,zidan,threaten,unuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
if,her,leg,are,n't,shake,",",you,re,not,do,it,right,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,have,so,much,hair,it,'s,a,nightmar,but,it,'s,also,veri,soft,so,it,guess,it,'s,a,win,-,lose,situat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,am,a,third,year,colleg,student,and,and,english,major,.,today,is,the,first,time,i,ve,ever,written,an,essay,without,have,a,panic,attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,'m,not,afraid,of,clown,but,i,'m,realli,hope,they,do,n't,make,an,appear,around,my,hometown,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tho,we,have,n't,talk,jeff,but,the,news,is,so,sad,and,shock,.,r.i.p,jeffrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tremor!!!\n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,just,want,to,be,in,canada,rn,😭,awe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,'m,liter,never,home,and,my,parent,threaten,to,charg,rent,if,i,do,n't,start,clean,the,hous,everyday,.,ok,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uplift,:,if,you,re,still,discourag,it,mean,you,re,listen,to,the,wrong,voic,and,look,to,the,wrong,sourc,.,look,to,the,lord,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okay,fals,alarm,it,'s,work,again,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
you,know,you,exercis,good,when,your,limb,are,shake,afterward,😂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ask,yourself,everi,day,:,\nam,i,rule,by,fear,and,hatr,\nor,am,i,rule,by,love,and,the,sacr,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,brother,know,we,know,that,his,life,was,not,in,danger,.,this,gun,law,got,peopl,in,this,countri,fear,for,their,life,.,white,peopl,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
just,over,a,week,until,i,start,my,new,job,in,f1,!,look,forward,to,it,and,cack,myself,at,the,same,time,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
but,this,is,the,internet,age,",",so,get,mad,out,of,ani,and,all,proport,and,assum,the,terribl,worst,with,littl,to,no,fact,or,knowledg,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
there,are,magpi,gather,around,me,help,i,'m,go,to,be,swoop,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df,not,be,afraid,to,take,a,chanc,on,peac,",",to,teach,peac,",",to,live,peac,.,peac,will,be,the,last,wordvof,histori,pope,john,paul,ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,m,so,tire,but,i,still,have,thisbhug,histori,test,in,a,few,minut,i,ca,nt,afford,to,get,freak,out,now,oh,god,if,i,have,an,anxieti,attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
but,throughout,that,entir,thing,i,was,shake,rlli,bad,and,my,heart,was,race,and,i,was,almost,in,tear,lmao,(,thank,mr,.,*,*,*,*,*,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,anxieti,i,have,right,now,😭,😭,😭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,do,n't,get,how,peopl,can,leav,their,phone,on,do,n't,disturb,all,day,...,doe,your,mom,not,threaten,you,when,you,do,n't,respond,within,second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
side,chick,'s,be,tri,to,fuck,u,like,your,go,to,forget,about,your,wife,when,your,done,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,do,n't,know,what,'s,wors,",",the,new,pizza,hut,commerci,or,the,pizza,that,pizza,hut,make,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
left,my,phone,in,mcds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,cure,for,anxieti,is,an,intim,relationship,with,christ,.,-,1,john,4:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
last,night,i,had,a,dream,that,today,was,christma,.,i,woke,up,scream,becaus,i,was,n't,readi,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doe,anyon,know,",",are,both,sim,in,a,dual,sim,phone,both,lock,to,the,same,network,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greatest,sign,of,trust,is,me,give,you,my,laptop,or,phone,without,hesit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,'m,a,walk,ball,of,stress,and,anxieti,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whi,doe,n't,anybodi,i,know,watch,penni,dread,?,☹,️️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terror,attack,in,usa,pay,no,mind,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
“,winner,are,not,afraid,of,lose,.,but,loser,are,.,failur,is,part,of,the,process,of,success,.,peopl,who,avoid,failur,also,avoid,success,.,',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be,bad,at,time,manag,is,final,start,to,come,back,to,haunt,me,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
who,'s,not,go,to,hoco,and,want,to,go,to,fright,fest,this,saturday,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ffs,🙈,when,thing,come,back,to,haunt,you,...,cring,bad,cring,🙋,🏼,👀,🔫,👈,what,a,terribl,gun,that,is,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my,best,friend,get,marri,in,three,day,",",i,have,replac,all,my,anxieti,with,an,eeiri,calm,and,cat,cuddl,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my,favorit,insult,i,get,is,from,straight,white,men,and,it,'s,usual,',tall,/,fat,lesbian,',😂,you,intimid,bro,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and,i,m,not,even,go,to,get,into,how,it,discriminatori,to,sever,religion,which,mandat,it,follow,to,let,their,hair,dread,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,'m,so,nervous,😭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,'m,so,nervous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,'m,so,restless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hi,berniebrocialist,of,all,gender,:,if,i,live,in,a,swingish,state,i,would,w/o,hesit,vote,clinton,and,would,do,so,w/o,',support,',her,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,serious,hope,these,chanc,celtic,are,miss,are,go,to,come,back,to,haunt,them,with,an,alloa,sucker,punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
one,ep,of,despair,arc,made,me,happi,but,and,then,i,'m,go,back,to,futur,arc,and,i,'m,upset,again,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
just,lay,here,",",ca,n't,sleep,4,some,reason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,'m,so,over,have,anxieti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
—but,he,just,ca,n't,.,he,feel,tire,but,also,restless,.,so,here,he,now,",",scroll,his,own,music,player,",",play,some,music,through,his—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rooney,fuck,untouch,is,n't,he,?,been,fuck,dread,again,",",depay,has,look,decent(ish)tonight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,pat,are,awesom,.,belichick,is,awesom,...,they,just,are,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rojo,is,just,terribl,",",how,is,he,in,our,team,😂,😂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,feel,realli,nervous,",",or,anxious,.,idk,.,my,leg,keep,shake,.,hmm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no,but,that,'s,so,cute,.,atsu,was,probabl,shi,about,photo,befor,but,cherri,help,her,out,uwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angel,got,me,nervous,out,here,😷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,wish,harri,would,start,tweet,peopl,again,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,hope,this,come,back,to,haunt,you,",",then,mayb,you,would,know,just,how,it,felt,to,be,like,me,at,my,lowest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
insomniac,ca,n't,get,sleep,cuz,they,are,too,guilti,about,all,the,horribl,shit,they,do,.,i,'m,a,complet,sociopath,n,sleep,like,a,babi,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,wish,you,stay,in,da,gump,i,ll,make,you,panic,like,the,last,rapper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do,n't,worri,mari,berri,",",my,banter,is,as,dri,as,old,boot,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,'s,about,time,i,start,take,my,own,advic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,met,with,an,employ,specialist,this,morn,and,she,basic,told,me,it,unlik,i,ll,get,a,job,becaus,i,clear,have,too,much,anxieti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcdavid,breakaway,.,lundqvist,with,a,tremend,save,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
see,huge,or,realli,full, ,backpack,on,peopl,fill,me,with,anxieti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,'m,shake,now,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
she,:,whi,are,you,listen,to,the,eurythmics?\nm,:,it,'s,a,polish,gothic,metal,band.\nsh,:,whi,do,i,even,ask,...,(,exit,room,",",shake,head,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and,claim,that,all,of,the,same,thing,could,scare,us\nbut,we,were,tough,becaus,of,ancestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,get,so,nervous,even,think,about,talk,to,*,*,*,*,*,*,i,wanna,die,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my,bus,was,in,a,car,crash,...,i,'m,still,shake,a,bit,...,this,week,was,an,absolut,horror,and,this,was,the,ice,on,the,cake,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
procrast,is,fun,until,i,m,an,hour,away,from,the,time,it,due,and,i,still,have,nt,finish,so,i,have,a,panic,attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,am,beyond,mad,that,i,lost,track,of,a,brown,spider,in,my,brown,carpet,.,where,did,you,go,?,🕷,will,be,sneak,up,on,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anxieti,level-,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wah,just,woke,up,frm,a,fuck,nightmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,get,so,much,pussy\np,-,panic,attack,\nu,-,uncontrol,anxieti,\ns,-,suicid,fantasi,\ns,-,sad,\ni,-,yearn,for,death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cosplay,proper,for,the,first,time,on,saturday,!,pretti,nervous,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,m,cri,katherin,is,the,onli,one,who,s,like,talk,to,me,dure,my,anxieti,attack,i,m,gon,na,faint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,hate,when,peopl,say,',i,need,to,talk,to,you,or,we,need,to,talk,.,',my,anxieti,immedi,goe,up,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
he,repli,to,my,comment,4,time,now,i,'m,shake,omg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be,stuck,in,the,roof,of,your,hous,provid,amaz,view,but,sheer,terror,of,fall,down,",",kinda,like,life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
first,day,of,colleg,feel,nervous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,had,a,hard,time,fall,a,sleep,and,woke,up,sever,time,becaus,i,was,afraid,of,bug,crawl,on,me,and,i,end,up,wake,up,with,a,bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white,american,are,worri,about,arab,terrorist,.,black,american,are,fear,of,a,terrorist,in,a,polic,uniform,on,a,daili,basi,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
today,was,horribl,and,it,was,onli,half,a,day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
life,long,fear,of,havin,a,shit,and,a,spider,crawl,up,ya,bum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,start,work,tmrw,y,all,",",i,'m,nervous,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
