t,a,wc,uwc,ewc,cpc,hc,sc,fc,ac
thought unfair try teach children willing help work gender roles associated certain chores encouraged making sure girls feel pressured subordinate,3,0.625,0,0,0,0.05,0.05,0.05,0
overturned canoe years nt know swim lifejacket panicked,3,0.25,0,0.125,0,0,0,0,0.125
ve missing feeling restless home thinking,3,0.188,0,0,0,0.167,0.167,0,0
feel restless,3,0.062,0,0,0,0,0,0,0
feel sceptical,3,0.062,0,0,0,0,0,0,0
hypo feel shaky hot,3,0.125,0,0,0,0,0,0.25,0
feel reluctant,3,0.062,0,0,0,0,0,0,0
feel coming m afraid,3,0.125,0,0,0,0,0,0,0.25
forgive accepted allowed feeling helpless,3,0.156,0,0,0,0,0.2,0,0.2
feel constantly paranoid anxious wanting facebook check hasn t wanting texts phone feel edgy s work want come straight home,3,0.625,0,0,0,0.05,0,0,0.1
m feeling uncertain image look mirror,3,0.188,0,0,0,0,0,0,0
wrote words feeling distressed,3,0.125,0,0,0,0,0.25,0,0.25
m edge like constant small adrenaline rush m headachey m feeling uncomfortable body m dizzy spacey aching today perfect day themed post nhbpm challenge,3,0.75,0,0.042,0,0.083,0.042,0,0
feel pressured follow,3,0.094,0,0,0,0,0,0,0
arrived feeling apprehensive nervous big mistake,3,0.188,0,0,0,0,0,0,0.333
guess resigned fact friends bizarre feel feel m horribly tortured,3,0.312,0,0,0,0.1,0.2,0.2,0.2
guess thing easier sleep night despite feeling little nervous,3,0.281,0,0.111,0,0,0,0,0.111
m looking parts judgmental m examining feel threatened insulted certain ideas,3,0.344,0,0,0,0,0,0.182,0.091
toss milk cheese occasional pita chip hummus dips m feeling shaky,3,0.344,0,0,0,0,0,0,0
feel like try stay touch people friends m afraid drifted away completely,3,0.375,0,0,0,0.25,0,0,0.083
honestly research think color schemes implement organizational tips small spaces feel overwhelmed intensity project masochist incredibly excited,3,0.531,0,0,0,0.059,0.059,0,0
feel like bit uncertain,3,0.125,0,0,0,0.25,0,0,0
guess finality decision financial repercussions feeling doubtful,3,0.219,0,0,0,0,0,0,0
feel shy admit struggling haul single computer,3,0.219,0,0,0,0,0,0,0.143
dream danger feelign afraid facing death,3,0.188,0,0,0,0.167,0.333,0.167,0.5
hope s feeling distressed,3,0.125,0,0,0,0.25,0.25,0,0.25
read duty successful making feel uncomfortable,3,0.188,0,0,0,0.167,0,0,0
think normal people sitting watching tv program actually getting makes feel extremely uncomfortable,3,0.406,0,0,0,0,0,0,0
feel insecure unintelligent ditsy,3,0.125,0,0,0,0,0.25,0,0
feel like nt stop moving agitated,3,0.188,0,0,0,0.167,0,0.167,0
glaring tanned brunette feeling bit alarmed presence,3,0.219,0,0,0,0,0,0.143,0.143
ve positive far today feel kind doubtful,3,0.219,0,0.143,0,0.286,0,0,0
actually feel afraid leaped,3,0.125,0,0,0,0,0,0,0.25
feel strange picking team think win pick play,3,0.25,0,0,0,0.25,0,0,0
feeling pressured quickly,3,0.094,0,0,0,0,0,0,0
wondering sixth sense merely auto referential works decisions thirds makes feel strange find little hazardous,3,0.469,0,0.133,0,0.067,0,0,0.067
feel kind uncomfortable m write favorable review starters,3,0.25,0,0,0,0.25,0,0,0
find feeling anxious stuck,3,0.125,0,0,0,0,0,0,0.25
honestly feel afraid away happiness hold,3,0.188,0,0,0,0.167,0,0,0.167
feeling vicariously things shaken mind tree,3,0.188,0,0,0,0,0,0,0
hover mouse publish post button feeling doubtful embarrassed ill remember knitting gorilla immediately hit click,3,0.469,0,0,0,0,0.133,0.067,0.067
tot ill feel reluctant bck far m ok,3,0.25,0,0,0,0,0.125,0,0.125
tell sis feel eldery hawker centres washing dishes looking distressed wish walk hand,3,0.406,0,0,0,0,0.077,0,0.077
wake alarm feeling confused panicky wondering m late writing bed helps,3,0.344,0,0,0,0.091,0,0,0.091
tired feeling anxious m tired feeling comedowns,3,0.219,0,0,0,0,0,0,0.143
looking run pace thing feeling skeptical,3,0.188,0,0,0,0,0,0,0
spin class morning want body feel like tortured hour straight,3,0.312,0,0.1,0,0.1,0.1,0.1,0.1
feel vulnerable sitting exposed room especially chair casters,3,0.25,0,0,0,0,0,0,0.125
feel fucking insecure hand,3,0.125,0,0,0,0,0.25,0,0
feel uncomfortable short period time finishing patient walking gel dispenser,3,0.312,0,0,0,0,0,0,0
feel terrified,3,0.062,0,0,0,0,0,0,0.5
look recipes feeling perpetually confused m going cook kale,3,0.281,0,0,0,0,0,0,0
m feeling little weird s probably m ill,3,0.25,0,0,0,0,0.125,0,0.125
hummus left feeling bit distraught,3,0.156,0,0,0,0,0.2,0,0
feeling little bit doubtful ill wanted hell m throwing,3,0.281,0,0,0,0,0.222,0.111,0.222
love spend best feeling anxious,3,0.156,0,0,0,0.2,0,0,0.2
need sure m feeling unsure meaning need know act appropriately unsure social situations,3,0.406,0,0,0,0,0,0,0
m feeling little scared,3,0.125,0,0,0,0,0,0.25,0.25
want tell feel felt past years fearful awkward,3,0.25,0,0,0,0,0.125,0.125,0.125
wonder peter feeling like shaky ground unsure believed god true,3,0.312,0,0,0,0.3,0,0,0
recall going doctor cancer treatment ended feeling reluctant tell felt tired bone weary,3,0.406,0,0,0,0,0.154,0.077,0.077
feel suspicious hate m feeling way,3,0.188,0,0,0,0,0.167,0.167,0.167
feeling bit distressed good reason t blame institution,3,0.25,0,0,0,0.125,0.125,0,0.125
went road feeling pretty shaky reaction mode scared thinking felt right getting away buildings seeing needed help,3,0.531,0,0,0,0,0,0.059,0.059
feel terrified family got kicked home s lived house years left,3,0.344,0,0.091,0,0.182,0,0.091,0.091
m feeling nervous hopeful m eager,3,0.188,0,0,0,0.333,0,0,0.167
forget images rage fear grief feel nt person assaulted day,3,0.312,0,0,0,0,0.2,0.3,0.3
remember feeling confused everybody hell place,3,0.188,0,0,0,0,0.167,0.167,0.167
extrapolation need write self definition way soothing preening rubbing fur proper direction feel fearful stressed,3,0.469,0,0,0,0.067,0.067,0.067,0.133
feel shaken chilled bone,3,0.125,0,0,0,0,0,0,0
feeling little scared won t,3,0.156,0,0,0,0,0,0.2,0.2
look reads feel bit intimidated,3,0.156,0,0,0,0,0,0.2,0.2
feel like s little bit skeptical sidney come deep regina s pocket s hard emma believe turnaround,3,0.531,0,0,0,0.059,0,0,0
feel shy feel dumb,3,0.125,0,0,0,0,0,0,0
think m feeling shy makes zero sense,3,0.219,0,0.143,0,0,0,0,0
knitting covered ears hands trying minimize feeling assaulted,3,0.25,0,0,0,0,0,0.125,0.125
feeling timid,3,0.062,0,0,0,0,0,0,0
feel anxious beginning new season best way find welcome begin kitchen course extension plate,3,0.438,0,0,0,0.071,0,0,0.071
admit began conference feeling skeptical emphasis technology classrooms,3,0.25,0,0,0,0,0,0,0
find drive kilometers bird feel bit guilt m reluctant chase,3,0.312,0,0,0,0,0.1,0,0.1
feel paranoid ve told stop communication don t like ignore youtube yes paranoid realise centre universe life,3,0.531,0,0,0,0.059,0,0,0.118
feel presence birthday started feeling apprehensive time past experiences,3,0.281,0,0,0,0.111,0,0,0.111
feel like wimpy victim days,3,0.156,0,0,0,0.2,0.2,0.2,0.2
feel reluctant meet public having dinner cafe nt want people talk,3,0.344,0,0,0,0,0,0,0
frustrated feel fearful jeez years marriage effects long lasting,3,0.281,0,0.111,0,0.111,0.222,0.222,0.111
feel bashful repeat fade jacqueline richards,3,0.188,0,0,0,0,0,0,0
attended tried pay attention material covering participated excercises despite feeling little skeptical thought gain,3,0.438,0,0,0,0,0,0,0
feel anger pounding ears certainty starting trickle away leaving shaken unsure,3,0.344,0,0,0,0,0,0.091,0.091
channel fire spirit animal mouflon ram feel threatened physically threatened,3,0.312,0,0,0,0.2,0,0.2,0.3
sorry left right admit feeling little apprehensive returning,3,0.25,0,0,0,0,0,0,0.125
time feeling passat hesitant bought car miles,3,0.219,0,0,0,0,0,0,0
meeting monday m feeling nervous excited,3,0.188,0,0.167,0,0.167,0,0,0.167
know like riding bike nt help feel little hesitant ve passenger instead driver long,3,0.438,0,0,0,0.071,0.071,0,0
feel confused feel actions said,3,0.156,0,0,0,0,0,0,0
considered mentioning dwelling stuff things spiritually drained week went like considered saying feeling neurotic trelawney greeted beginning asked,3,0.562,0,0.056,0,0.111,0,0,0.056
feeling shaken today happened days,3,0.156,0,0.2,0,0,0,0,0
feel lyk everythng coming em reluctant accept dis n explain self,3,0.344,0,0,0,0,0,0,0
testing new roller skates street,3,0.156,0,0,0,0,0,0,0
m feeling need bit distressed inky lately enjoyed making card direction started making cards ve meandered allsorts places way ve sent lovely vintagey word,3,0.75,0,0,0,0.042,0.042,0,0.042
feel touch going doors house sin entirely distraught,3,0.25,0,0,0,0,0.25,0.125,0.125
start feel alarmed,3,0.094,0,0,0,0,0,0,0.333
don t anxiety turning panic attack time m feeling uncertain legs unsteady new fawns,3,0.438,0,0,0,0,0.143,0.071,0.214
started feeling terrified,3,0.094,0,0,0,0,0,0,0.333
feel crowd naturally afraid approach risk getting hurt,3,0.25,0,0,0,0.125,0.125,0.125,0.375
feel somewhat hesitant asking assistance helping fund trip self indulgent thing ask help,3,0.406,0,0,0,0,0,0,0
left feeling want tell story afraid reality pretty,3,0.25,0,0,0,0,0,0,0.125
continually reminding feeling uptight need choose different thoughts best way physically like outside walk block smell fresh air pleasant takes mind mode appreciation,3,0.719,0,0,0,0.13,0,0,0
feeling bit intimidated looks way shrivel car die told type car driving backing,3,0.406,0,0,0,0,0.077,0.077,0.154
feel suspicious anxious,3,0.094,0,0,0,0,0,0,0.333
feel nervous insecure,3,0.094,0,0,0,0,0.333,0,0.333
left feeling confused happened cheated donation frankly experience solidifies thoughts religion forced people business mingle religion,3,0.5,0,0,0,0,0,0.062,0.062
right suppose reason m kinda feeling weird right,3,0.25,0,0,0,0,0,0,0
hate succumbing angst nt help feel tortured confusion knowing life coming,3,0.344,0,0,0,0,0.273,0.182,0.182
bought pair think looks good ve ranting heavy s nt wear irritates feel uncomfortable,3,0.438,0,0,0,0.071,0,0.143,0
feel weird looking,3,0.094,0,0,0,0,0,0,0
feel unsure insecure best thing moving forward,3,0.219,0,0,0,0,0.143,0,0
feeling apprehensive,3,0.062,0,0,0,0,0,0,0.5
assumed having eyes feel uncomfortable wearing contacts,3,0.219,0,0,0,0,0,0,0
t mind feel uncomfortable asking people money voluntary donations,3,0.281,0,0,0,0.111,0,0,0
fianc e think feel nervous laughing,3,0.188,0,0,0,0.167,0,0,0.167
feel like everyones today suspicious everyones motives reason,3,0.25,0,0.125,0,0.125,0,0,0
got pretty discouraged nt feel like making progress uncomfortable,3,0.281,0,0,0,0.111,0.111,0,0
hope ll forgive don t feel like posting m feeling little vulnerable moment,3,0.406,0,0,0,0.154,0,0,0.077
laying bed running worst case scenarios head simultaneously feeling terrified knew dead injured combination feeling normal,3,0.5,0,0,0,0,0.125,0.125,0.188
feel pressured join particular church,3,0.156,0,0,0,0,0,0,0
feel reluctant let family members hold longer,3,0.219,0,0,0,0.143,0,0,0
cry makes difference feel terrified trapped,3,0.188,0,0,0,0,0.167,0,0.167
bit lost feeling uncertain destiny trying lid things,3,0.25,0,0,0,0,0.125,0,0
feel agitated professor baracaded door impresses,3,0.188,0,0,0,0,0,0.167,0
feeling pressured rushed,3,0.094,0,0,0,0,0,0,0
feeling extremely paranoid,3,0.094,0,0,0,0,0,0,0.333
walking streets gang thugs,3,0.125,0,0,0,0,0,0.5,0.5
reviewed feeling skeptical little frustrated,3,0.156,0,0,0,0,0,0.2,0
ill feel terrified times m going screw,3,0.219,0,0,0,0,0.143,0.143,0.286
feel paranoid discusting feel like s laughing heads insulting,3,0.281,0,0,0,0.222,0,0.111,0.111
cried lot night going sleep feeling nervous scared sad amazing adventure real world awaited got,3,0.469,0,0.067,0,0.067,0.133,0.067,0.133
cry want cry months feel little strange seen,3,0.25,0,0.125,0,0,0.25,0,0
feel assaulted desires bandied waves lust feel rolling,3,0.25,0,0,0,0,0,0.125,0.125
nt feel nervous compared previous interviews ve,3,0.219,0,0,0,0,0,0,0.143
don t mean come like alien maybe brain acting witch s spell feel paranoid s real,3,0.5,0,0,0,0.062,0.062,0.062,0.188
returned feeling shaky sweaty nauseous,3,0.156,0,0,0,0,0.2,0,0
m trying tell live life feel bit skeptical plea try evaluation,3,0.344,0,0,0,0,0,0,0
wear t shirt feel shy,3,0.156,0,0,0,0,0,0,0
m feeling insecure,3,0.094,0,0,0,0,0.333,0,0
better going said feeling confused m late,3,0.219,0,0,0,0,0,0,0
feel paranoid dry elbows knees,3,0.156,0,0,0,0,0,0,0.2
nt feel frightened kind resigned impossible,3,0.188,0,0,0,0.167,0.5,0,0.167
support lawful gun ownership support having free reign end life matter starts situation cause feel threatened,3,0.5,0,0,0,0.062,0,0.125,0.125
feel like caught sort frantic standstill mehhh sick,3,0.25,0,0,0,0.125,0.125,0,0.25
feeling skeptical restoration,3,0.094,0,0,0,0,0,0,0
looked feeling nervous guilt walking uninvited,3,0.188,0,0,0,0,0.167,0,0.167
ve known years feel hesitant like bothering,3,0.219,0,0,0,0.143,0,0,0
ve feeling like uptight bitch lately ve known frequency comes things,3,0.344,0,0,0,0.091,0,0.091,0
fall self loathing self justifying like tone blog post insecurity indignant entitlement modesty ultimately biography feel uncomfortable couple months,3,0.594,0,0.053,0,0.053,0.053,0.105,0
feel bashful loser,3,0.094,0,0,0,0,0,0,0
feel timid search,3,0.094,0,0,0,0,0,0,0
feel agitated ughhh cries,3,0.125,0,0,0,0,0.25,0.25,0
feel like shy corner play,3,0.156,0,0,0,0.4,0,0,0
feeling nervous excited,3,0.094,0,0,0,0.333,0,0,0.333
feel like scared,3,0.094,0,0,0,0.333,0,0.333,0.333
don t feel frantic way work amp entire outlook day calm stressful,3,0.375,0,0,0,0,0,0,0.167
feel pressured little annoyance care marks lost assessments assignments,3,0.281,0,0,0,0,0.111,0.111,0
m feeling reluctant writing blog personal thoughts feelings feel incredibly vulnerable share,3,0.375,0,0,0,0,0,0,0.083
bought bookstore adjacent campus middle grueling day interview experienced recall feeling terrified potential future employers ve gotten mature started blogging,3,0.625,0,0,0,0,0,0,0.05
turned middle april came mix emotions excited future feeling little frightened m mid s reminiscent past,3,0.5,0,0.062,0,0.062,0.062,0,0.062
nt help feel restless life boring rainy day,3,0.25,0,0.125,0,0,0,0,0
feel read wow m confused right,3,0.188,0,0,0,0,0,0,0
wish physically possible document hear feel think kind like neurotic harriet spy,3,0.375,0,0,0,0.167,0,0,0.083
feel reluctant tired teach know excuses know responsibility,3,0.25,0,0,0,0,0,0,0
watched feels strange,3,0.094,0,0,0,0,0,0,0
feeling little nervous,3,0.094,0,0,0,0,0,0,0.333
feel frightened weeks cuddling felt secure told parents couldn t visit big project examples statements,3,0.469,0,0.067,0,0.067,0.067,0,0.067
ended feeling distraught sunday afternoon st amp foster mother yes lt span lt span style font familyarctic ve good boy previously,3,0.656,0,0.095,0,0.048,0.048,0,0
gave best best terms relationship feeling insecure seeing nt looking sees girls,3,0.375,0,0,0,0.083,0.083,0,0
feel bit skeptical knowing baby way d carrying extra loads husband start job straight away husband talked nt seen places nice,3,0.656,0,0,0,0.048,0,0,0
want adoption makes feel vulnerable incompetent times,3,0.219,0,0,0,0,0,0,0.143
know s love language words affirmation tend feel little timid hold compliments,3,0.375,0,0,0,0.167,0,0,0
whim whams things come left field feel shaky,3,0.25,0,0,0,0,0,0,0
feel confused,3,0.062,0,0,0,0,0,0,0
feel shy talk u,3,0.125,0,0,0,0,0,0,0
feel insecure oct,3,0.094,0,0,0,0,0.333,0,0
feel strange mind keeps distracting away work reflecting jealousy stupidity,3,0.312,0,0,0,0,0,0.1,0
think s impossible feel intimidated don t like compared girls don t actually know,3,0.438,0,0,0,0.071,0.071,0.071,0.071
feel like god saying feel fear course feelings shouldn t run away makes fearful,3,0.438,0,0,0,0.143,0.143,0.143,0.143
listen tracks sound performers angry excessively distorted boisterous spirit feels agitated,3,0.344,0,0,0,0.182,0,0.182,0
feel vulnerable emotions right surface waiting bubble m completely unable stop,3,0.344,0,0,0,0.091,0,0,0.091
admit feels strange exciting,3,0.125,0,0,0,0.25,0,0,0
went dental appointment,3,0.094,0,0,0,0,0,0,0
feeling apprehensive bout exam dafuq,3,0.156,0,0,0,0,0,0.2,0.2
feeling insecure sudden,3,0.094,0,0,0,0,0.333,0,0
m scared comes helps makes feel scared,3,0.219,0,0,0,0,0,0.286,0.286
feel afraid going live potential missionary going miss finding people supposed find think feelings help work harder,3,0.531,0,0,0,0,0.059,0,0.059
enjoy alot noise music loud hard listen don t noise music invasion listen don t feel particularly assaulted sound think people feel way artists listeners alike,3,0.812,0,0,0,0.077,0,0.077,0.038
left wanting help feeling helpless,3,0.156,0,0,0,0,0.2,0,0.2
feel tortured soft pillows sit comfy chair today better bed nails rack tortured monday,3,0.438,0,0.143,0,0.071,0.143,0.143,0.143
left feeling little distressed driving home asked jesus situation,3,0.281,0,0,0,0.222,0.111,0,0.111
feel kind weirdly restless,3,0.125,0,0,0,0.25,0,0,0
feeling skeptical s new filmmaker zombies right,3,0.219,0,0,0,0,0,0,0
wrote earlier week left feeling somewhat restless unhappy,3,0.25,0,0.125,0,0,0.125,0,0
feel frightened speed today forgotten course,3,0.188,0,0.167,0,0,0.333,0,0.167
beginners feeling uncomfortable thing apologise makes nt fit nt like etc,3,0.344,0,0,0,0.091,0,0.091,0
feel frantic days interested staying relaxed possible focusing lord steadily tackling baby dos,3,0.406,0,0,0,0.154,0,0.077,0.077
